iter	Logloss
410	0.1584586263
411	0.1584282195
412	0.1583915918
413	0.1583602203
414	0.1583491067
415	0.1583079445
416	0.1582320678
417	0.1582054251
418	0.1581756633
419	0.1581479541
420	0.1581349369
421	0.1580907179
422	0.1580605121
423	0.1580328877
424	0.1579980456
425	0.1579839276
426	0.1579197421
427	0.1579056902
428	0.157889735
429	0.1578445753
430	0.1578276634
431	0.1578120049
432	0.1577966975
433	0.1577506007
434	0.1577228057
435	0.1576974429
436	0.1576568349
437	0.1576129592
438	0.1575728347
439	0.157555324
440	0.157540104
441	0.1574789304
442	0.1574471906
443	0.1574153019
444	0.1573895164
445	0.1573468077
446	0.1572947639
447	0.1572642279
448	0.1572358055
449	0.157210107
450	0.1571903557
451	0.1571514327
452	0.1571069536
453	0.1570822212
454	0.1570650497
455	0.1569951012
456	0.1569412458
457	0.1569189888
458	0.1568926002
459	0.1568775087
460	0.1568420678
461	0.1568092549
462	0.1567522181
463	0.1567291821
464	0.1567106627
465	0.1566680556
466	0.1566185664
467	0.1566004399
468	0.1565498951
469	0.1565172088
470	0.1564763428
471	0.1564638244
472	0.1564161904
473	0.1563732663
474	0.1563437085
475	0.1563151317
476	0.1562978963
477	0.1562700854
478	0.1562357523
479	0.1562199953
480	0.1561913392
481	0.1561507955
482	0.1561246453
483	0.1561032801
484	0.1560861722
485	0.1560664847
486	0.1560089101
487	0.1559960225
488	0.1559778985
489	0.1559080445
490	0.1558531725
491	0.1558349453
492	0.1558142564
493	0.1557866965
494	0.1557466127
495	0.1557150561
496	0.155672567
497	0.155661626
498	0.1556335433
499	0.1556069682
500	0.1555826783
501	0.155530131
502	0.1555049056
503	0.1554498044
504	0.1554171757
505	0.1553980918
506	0.1553655416
507	0.1553493496
508	0.1553212826
509	0.1552757614
510	0.1552482857
511	0.1552219386
512	0.155188603
513	0.1551696522
514	0.1551475383
515	0.1551067896
516	0.1550755185
517	0.1550469426
518	0.1550319325
519	0.1550024435
520	0.1549753944
521	0.1549583368
522	0.1549232169
523	0.1548965545
524	0.1548498901
525	0.1548109781
526	0.1547877145
527	0.1547694832
528	0.1547498101
529	0.1547072577
530	0.154668416
531	0.1546222939
532	0.1545946054
533	0.1545710809
534	0.1545428615
535	0.1545228039
536	0.1545031081
537	0.1544817211
538	0.15446303
539	0.1544331125
540	0.1544072282
541	0.1543691232
542	0.1543460565
543	0.15432257
544	0.1542984644
545	0.1542726507
546	0.1542520231
547	0.1542239702
548	0.1542011629
549	0.154165428
550	0.1541564595
551	0.1541418581
552	0.1541175434
553	0.1540918651
554	0.1540618307
555	0.1540116062
556	0.153986451
557	0.1539669614
558	0.1539398429
559	0.1539225348
560	0.1538955963
561	0.153868679
562	0.1538316067
563	0.153815907
564	0.1538059857
565	0.1537765294
566	0.1537544733
567	0.153740474
568	0.1537202866
569	0.1536803054
570	0.1536294373
571	0.1536004471
572	0.1535819881
573	0.1535645287
574	0.1535554215
575	0.1535015248
576	0.1534676818
577	0.1534298973
578	0.1533604805
579	0.1533110687
580	0.1532699496
581	0.1532310806
582	0.1532059453
583	0.1531649541
584	0.1531346607
585	0.1531125345
586	0.1530992336
587	0.1530892486
588	0.153056408
589	0.1530224698
590	0.1529605203
591	0.1529279809
592	0.1529016901
593	0.1528661783
594	0.1528577921
595	0.1528385175
596	0.1528041917
597	0.1527846523
598	0.152748968
599	0.1527362391
600	0.1526967639
601	0.1526849996
602	0.1526712326
603	0.1526657012
604	0.1526327631
605	0.1526150122
606	0.1525913489
607	0.1525580418
608	0.1525352369
609	0.1525165642
610	0.1524467777
611	0.1524178416
612	0.1523806425
613	0.1523495513
614	0.1523256038
615	0.1522943981
616	0.1522681858
617	0.1522375944
618	0.15220784
619	0.1521928272
620	0.1521585455
621	0.1521515663
622	0.1521381865
623	0.1521246133
624	0.1520974455
625	0.1520676845
626	0.1520336149
627	0.152019023
628	0.151983398
629	0.1519629014
630	0.1519488993
631	0.1519284809
632	0.1518984496
633	0.1518879993
634	0.1518638694
635	0.1518365086
636	0.1518067889
637	0.1517690862
638	0.1517546362
639	0.1517405972
640	0.1517128573
641	0.1516981941
642	0.1516879384
643	0.1516530618
644	0.1516205478
645	0.1516002204
646	0.1515869013
647	0.151550178
648	0.15151103
649	0.1514965518
650	0.151469915
651	0.1514485168
652	0.1514275213
653	0.1513986089
654	0.1513640262
655	0.1513480306
656	0.1513376129
657	0.1513011484
658	0.1512899533
659	0.1512567317
660	0.151217356
661	0.1511930897
662	0.1511710807
663	0.151165063
664	0.1511479382
665	0.1511350937
666	0.1511219431
667	0.1511046243
668	0.1510757477
669	0.1510604861
670	0.1510451054
671	0.1510198953
672	0.1509931133
673	0.1509599669
674	0.1509264097
675	0.1508937621
676	0.150853498
677	0.1508315048
678	0.1508018842
679	0.1507717436
680	0.1507170988
681	0.1506908676
682	0.1506711447
683	0.1506292051
684	0.1506032809
685	0.1505705602
686	0.1505556696
687	0.1505196569
688	0.1504806112
689	0.150456527
690	0.1504389088
691	0.1504142361
692	0.1503745681
693	0.1503591516
694	0.1503208805
695	0.150306973
696	0.1502751166
697	0.1502362232
698	0.150215671
699	0.1501835415
700	0.1501406805
701	0.1501121857
702	0.1500898448
703	0.1500506431
704	0.1500158826
705	0.1500016462
706	0.149974341
707	0.1499470661
708	0.1499302071
709	0.1499038455
710	0.1498941283
711	0.1498860646
712	0.1498547189
713	0.1498345755
714	0.1498291751
715	0.1498000287
716	0.1497510919
717	0.1497129095
718	0.1496809784
719	0.1496653573
720	0.149632892
721	0.1496165052
722	0.1495872891
723	0.1495714402
724	0.1495588047
725	0.1495478458
726	0.1495340367
727	0.1495058462
728	0.1495014237
729	0.1494746545
730	0.1494352014
731	0.1494251832
732	0.149401488
733	0.1493727307
734	0.1493372235
735	0.1493144551
736	0.1492970845
737	0.1492601983
738	0.149235244
739	0.1492126561
740	0.1491949671
741	0.1491783635
742	0.1491634375
743	0.149143027
744	0.149101078
745	0.1490704229
746	0.1490341332
747	0.1490162986
748	0.148996895
749	0.1489502681
750	0.1489230831
751	0.148904704
752	0.1488846643
753	0.1488461608
754	0.1488306771
755	0.1488016077
756	0.1487871652
757	0.1487696123
758	0.1487426754
759	0.1487016403
760	0.1486880635
761	0.148672116
762	0.1486475546
763	0.1486360608
764	0.1486088196
765	0.148582173
766	0.1485465629
767	0.1485359544
768	0.1485075415
769	0.1484939108
770	0.1484691601
771	0.1484543046
772	0.1484424584
773	0.1484228318
774	0.148391756
775	0.1483775178
776	0.1483520365
777	0.1483386454
778	0.1483104075
779	0.1482937853
780	0.1482696946
781	0.1482579315
782	0.1482395674
783	0.148225546
784	0.1482115954
785	0.1481812014
786	0.1481706954
787	0.1481399481
788	0.148126532
789	0.1481023153
790	0.1480782648
791	0.148066271
792	0.1480331799
793	0.1480018959
794	0.1479923091
795	0.1479645447
796	0.1479385178
797	0.1479142617
798	0.1478959296
799	0.1478571947
800	0.1478352066
801	0.1477960786
802	0.1477871022
803	0.1477661695
804	0.1477547229
805	0.1477292123
806	0.1477202154
807	0.1477082232
808	0.1476911606
809	0.1476717062
810	0.1476123338
811	0.1476000257
812	0.1475806236
813	0.1475427848
814	0.1475270712
815	0.1475010311
816	0.1474741175
817	0.1474377385
818	0.1474228578
819	0.147410786
820	0.1473994097
821	0.1473843372
822	0.1473757037
823	0.1473598705
824	0.1473332731
825	0.1472889383
826	0.1472694089
827	0.1472400704
828	0.1472103522
829	0.1471987234
830	0.1471843042
831	0.1471670656
832	0.1471462912
833	0.1471104488
834	0.1470890555
835	0.1470617344
836	0.1470408809
837	0.1470259087
838	0.1469753349
839	0.1469605516
840	0.14695594
841	0.1469289157
842	0.146902006
843	0.1468754868
844	0.1468444532
845	0.1468141995
846	0.1467815721
847	0.1467705451
848	0.1467387283
849	0.1467327415
850	0.1467096913
851	0.1466920647
852	0.1466742886
853	0.1466569767
854	0.1466428086
855	0.1466143112
856	0.146603124
857	0.1465794405
858	0.1465522273
859	0.1465404755
860	0.1465122751
861	0.1465019436
862	0.1464693897
863	0.1464582982
864	0.1464456583
865	0.1464348403
866	0.1464017622
867	0.1463770536
868	0.1463616918
869	0.1463434277
870	0.1463275401
871	0.1463050753
872	0.1462866358
873	0.1462822099
874	0.1462616781
875	0.1462439063
876	0.1462250935
877	0.1462104124
878	0.146192107
879	0.1461730733
880	0.1461575048
881	0.1461285708
882	0.1461225677
883	0.1460819116
884	0.1460712311
885	0.1460544068
886	0.1460401657
887	0.1460123068
888	0.1459985345
889	0.1459794549
890	0.1459602472
891	0.1459399335
892	0.1459025951
893	0.1458839182
894	0.145867538
895	0.1458559914
896	0.1458191994
897	0.145799292
898	0.145779517
899	0.1457436982
900	0.1457284441
901	0.1457120608
902	0.1456934681
903	0.1456818404
904	0.1456659327
905	0.145631155
906	0.1456206377
907	0.1456120928
908	0.1455767689
909	0.1455668123
910	0.1455384159
911	0.1455050005
912	0.1454890429
913	0.1454864419
914	0.1454752151
915	0.1454572202
916	0.1454050105
917	0.1453914061
918	0.1453703653
919	0.1453620432
920	0.1453411173
921	0.1453212769
922	0.1453097007
923	0.1452914313
924	0.1452849211
925	0.1452718124
926	0.1452474416
927	0.1451994593
928	0.1451758561
929	0.1451519555
930	0.1451197305
931	0.1451116818
932	0.145081375
933	0.1450529402
934	0.1450168017
935	0.1449985906
936	0.1449752716
937	0.1449344861
938	0.1449121712
939	0.1448967752
940	0.1448749754
941	0.1448534035
942	0.1448357639
943	0.1448247244
944	0.1448121604
945	0.1447853563
946	0.1447748254
947	0.1447629396
948	0.1447362488
949	0.1447148699
950	0.1446965317
951	0.1446697761
952	0.1446343269
953	0.1446191012
954	0.144599989
955	0.1445732124
956	0.1445620327
957	0.144544276
958	0.1445377651
959	0.1445233926
960	0.1444950684
961	0.1444759402
962	0.1444592253
963	0.1444375203
964	0.144428168
965	0.1444078265
966	0.1443853121
967	0.1443707435
968	0.1443563478
969	0.1443440226
970	0.1443359873
971	0.1443318291
972	0.1443060299
973	0.1442821234
974	0.1442782573
975	0.1442717386
976	0.144258043
977	0.1442488673
978	0.1442186815
979	0.1441838083
980	0.1441600185
981	0.1441485281
982	0.1441418633
983	0.1441181435
984	0.1441033539
985	0.1440781092
986	0.1440659648
987	0.1440555514
988	0.1440462634
989	0.1440339014
990	0.1440043176
991	0.1439887007
992	0.143965908
993	0.143949499
994	0.1439348778
995	0.1439164668
996	0.1439001908
997	0.1438730271
998	0.1438582829
999	0.1438430986
